idx,full address,lat,long
709138,"28 NEW UPP CHANGI RD , Singapore",1.32374,103.9349004
709139,"100 BEDOK NTH AVE 4 , Singapore",1.334268,103.9387805
709140,"103 BEDOK RESERVOIR RD , Singapore",1.3287662,103.9094598
709141,"522 BEDOK NTH AVE 1 , Singapore",1.3306412,103.9269518
709142,"551 BEDOK NTH AVE 1 , Singapore",1.3322344,103.9270468
709144,"608 BEDOK RESERVOIR RD , Singapore",1.3318917,103.9130849
709145,"135 BEDOK NTH ST 2 , Singapore",1.3286841,103.9364691
709146,"40 CHAI CHEE AVE , Singapore",1.3261076,103.9264986
709147,"57 NEW UPP CHANGI RD , Singapore",1.3241216,103.9416303
709149,"401 BEDOK NTH AVE 3 , Singapore",1.3309326,103.9335232
709150,"2 BEDOK STH AVE 1 , Singapore",1.3213137,103.9333467
709153,"116 BEDOK NTH RD , Singapore",1.3309428,103.9381007
709154,"419 BEDOK NTH ST 1 , Singapore",1.326903,103.9281301
709155,"107 BEDOK NTH RD , Singapore",1.3324161,103.9363784
709156,"221B BEDOK CTRL , Singapore",1.325015,103.934526
709157,"219A BEDOK CTRL , Singapore",1.3254425,103.9331789
709158,"512 BEDOK NTH AVE 2 , Singapore",1.3333359,103.9291271
709159,"131 BEDOK RESERVOIR RD , Singapore",1.3331446,103.9115443
709160,"147 BEDOK RESERVOIR RD , Singapore",1.3349004,103.9116349
709161,"117 BEDOK NTH RD , Singapore",1.3306475,103.9385539
709162,"82 BEDOK NTH RD , Singapore",1.3295396,103.9403668
709163,"121 BEDOK NTH RD , Singapore",1.3296222,103.9387352
709164,"536 BEDOK NTH ST 3 , Singapore",1.3334447,103.9229638
709167,"517 BEDOK NTH AVE 2 , Singapore",1.3310677,103.9291271
709168,"34 BEDOK STH AVE 2 , Singapore",1.3219812,103.9380553
709169,"6 BEDOK STH AVE 2 , Singapore",1.3221825,103.9348375
709170,"37 BEDOK STH AVE 2 , Singapore",1.3219414,103.9399096
709171,"35 BEDOK STH AVE 2 , Singapore",1.3223734,103.9398229
709172,"724 BEDOK RESERVOIR RD , Singapore",1.3371453,103.928402
709173,"523 BEDOK NTH ST 3 , Singapore",1.334352,103.9305773
709174,"65 NEW UPP CHANGI RD , Singapore",1.3247143,103.9398229
709175,"132 BEDOK NTH ST 2 , Singapore",1.3277314,103.936741
709176,"62 NEW UPP CHANGI RD , Singapore",1.3233233,103.9400042
709177,"428 BEDOK NTH RD , Singapore",1.329688,103.928049
709178,"772 BEDOK RESERVOIR VIEW , Singapore",1.3365053,103.9378287
709179,"774 BEDOK RESERVOIR VIEW , Singapore",1.3365111,103.9368316
709180,"768 BEDOK RESERVOIR VIEW , Singapore",1.3357025,103.9374662
709181,"180 BEDOK NTH RD , Singapore",1.3267569,103.94082
709182,"611 BEDOK RESERVOIR RD , Singapore",1.331039,103.9150335
709183,"602 BEDOK RESERVOIR RD , Singapore",1.3293395,103.9115443
709184,"101 BEDOK RESERVOIR RD , Singapore",1.3284164,103.909845
709185,"506 BEDOK NTH AVE 3 , Singapore",1.3322117,103.9337498
709186,"99 BEDOK NTH AVE 4 , Singapore",1.3338248,103.9395057
709187,"553 BEDOK NTH AVE 1 , Singapore",1.331514,103.9278582
709188,"804 CHAI CHEE RD , Singapore",1.3245967,103.9220574
709189,"659 JLN TENAGA , Singapore",1.3341337,103.9062028
709190,"405 BEDOK NTH AVE 3 , Singapore",1.3286977,103.9341123
709191,"172 BEDOK STH RD , Singapore",1.3206302,103.9445817
709192,"406 BEDOK NTH AVE 3 , Singapore",1.3281103,103.9344749
709194,"55 NEW UPP CHANGI RD , Singapore",1.3251402,103.9420891
709195,"66 BEDOK STH AVE 3 , Singapore",1.3184368,103.9438581
709196,"103 LENGKONG TIGA , Singapore",1.3259058,103.910638
709197,"67 BEDOK STH AVE 3 , Singapore",1.3189109,103.9440848
709198,"114 BEDOK RESERVOIR RD , Singapore",1.3305197,103.909913
709199,"10D BEDOK STH AVE 2 , Singapore",1.3217402,103.9363754
709200,"629 BEDOK RESERVOIR RD , Singapore",1.3345915,103.9144444
709201,"104 LENGKONG TIGA , Singapore",1.3259105,103.9098223
709202,"308 SHUNFU RD , Singapore",1.3515149,103.8379898
709203,"271 BISHAN ST 24 , Singapore",1.3562374,103.8428659
709204,"107 BISHAN ST 12 , Singapore",1.3463946,103.8480291
709205,"239 BISHAN ST 22 , Singapore",1.360475,103.8446775
709206,"264 BISHAN ST 24 , Singapore",1.3583667,103.8419601
709207,"177 BISHAN ST 13 , Singapore",1.3477901,103.8536003
709208,"281 BISHAN ST 24 , Singapore",1.3572528,103.8445869
709209,"113 BISHAN ST 12 , Singapore",1.3472701,103.8485727
709210,"227 BISHAN ST 23 , Singapore",1.358042,103.8473951
709211,"167 BISHAN ST 13 , Singapore",1.3479618,103.8555479
709212,"112 BISHAN ST 12 , Singapore",1.3468279,103.8488528
709213,"251 BISHAN ST 22 , Singapore",1.361795,103.8444058
709214,"302 SHUNFU RD , Singapore",1.3496195,103.8390874
709216,"289 BISHAN ST 24 , Singapore",1.3566652,103.8448587
709217,"248 BISHAN ST 22 , Singapore",1.3615089,103.8432282
709218,"310 SHUNFU RD , Singapore",1.3509026,103.8384743
709219,"447 BRIGHT HILL DR , Singapore",1.3581817,103.8317403
709220,"217 BISHAN ST 23 , Singapore",1.3566936,103.8494106
709221,"128 BISHAN ST 12 , Singapore",1.3459416,103.8503844
709222,"183 BISHAN ST 13 , Singapore",1.3504693,103.8524679
709223,"192 BISHAN ST 13 , Singapore",1.348991,103.851182
709224,"212 BISHAN ST 23 , Singapore",1.3565735,103.8480291
709225,"201 BISHAN ST 23 , Singapore",1.3553343,103.8470327
709226,"450 SIN MING AVE , Singapore",1.358416,103.8303888
709227,"525 BT BATOK ST 52 , Singapore",1.3570573,103.7522238
709228,"501 BT BATOK ST 52 , Singapore",1.3514774,103.7550335
709229,"410 BT BATOK WEST AVE 4 , Singapore",1.364427,103.7449823
709230,"408 BT BATOK WEST AVE 4 , Singapore",1.3648138,103.7449975
709231,"423 BT BATOK WEST AVE 2 , Singapore",1.3620836,103.7447108
709232,"272 BT BATOK EAST AVE 4 , Singapore",1.3488264,103.7578393
709233,"229 BT BATOK EAST AVE 3 , Singapore",1.3483329,103.7544899
709234,"217 BT BATOK ST 21 , Singapore",1.3467942,103.7545801
709235,"421 BT BATOK WEST AVE 2 , Singapore",1.3624494,103.7448013
709236,"407 BT BATOK WEST AVE 4 , Singapore",1.3647887,103.745797
709237,"240 BT BATOK EAST AVE 5 , Singapore",1.3505337,103.7539471
709238,"179 BT BATOK WEST AVE 8 , Singapore",1.3457669,103.7421789
709239,"414 BT BATOK WEST AVE 4 , Singapore",1.3635418,103.745978
709240,"269 BT BATOK EAST AVE 4 , Singapore",1.3485983,103.7592877
709242,"152 BT BATOK ST 11 , Singapore",1.3487514,103.7442582
709243,"146 BT BATOK WEST AVE 6 , Singapore",1.3496382,103.7440804
709244,"533 BT BATOK ST 51 , Singapore",1.3558992,103.7497798
709245,"157 BT BATOK ST 11 , Singapore",1.3483744,103.743415
709246,"540 BT BATOK ST 52 , Singapore",1.3544255,103.7512281
709247,"239 BT BATOK EAST AVE 5 , Singapore",1.3503071,103.7551238
709248,"249 BT BATOK EAST AVE 5 , Singapore",1.3506661,103.7563913
709249,"316 BT BATOK ST 32 , Singapore",1.3606049,103.7469737
709250,"250 BT BATOK EAST AVE 5 , Singapore",1.3510325,103.7569367
709251,"164 BT BATOK ST 11 , Singapore",1.3477409,103.7428129
709252,"167 BT BATOK WEST AVE 8 , Singapore",1.3469314,103.7422669
709253,"312 BT BATOK ST 32 , Singapore",1.3599238,103.7475394
709254,"208 BT BATOK ST 21 , Singapore",1.3458934,103.7488545
709255,"534 BT BATOK ST 51 , Singapore",1.3559677,103.7505944
709256,"311 BT BATOK ST 32 , Singapore",1.3602311,103.748241
709257,"319 BT BATOK ST 33 , Singapore",1.3611948,103.7463401
709259,"417 BT BATOK WEST AVE 4 , Singapore",1.3628802,103.7463401
709260,"307 BT BATOK ST 31 , Singapore",1.3581784,103.748422
709261,"138 BT BATOK WEST AVE 6 , Singapore",1.3502232,103.7442615
709262,"124 BT BATOK CTRL , Singapore",1.3511584,103.7472488
709263,"291B BT BATOK ST 24 , Singapore",1.3430456,103.7556637
709264,"288D BT BATOK ST 25 , Singapore",1.3458162,103.7591061
709265,"113 BT BATOK WEST AVE 6 , Singapore",1.3488261,103.7451665
709266,"186 BT BATOK WEST AVE 6 , Singapore",1.3466462,103.7440716
709268,"386 BT BATOK WEST AVE 5 , Singapore",1.3639067,103.7525406
709269,"337 BT BATOK ST 34 , Singapore",1.363158,103.7489651
709270,"165 BT BATOK WEST AVE 8 , Singapore",1.3473798,103.7419076
709271,"290D BT BATOK EAST AVE 3 , Singapore",1.3445066,103.7575668
709272,"131 BT BATOK WEST AVE 6 , Singapore",1.3507978,103.746253
709273,"291D BT BATOK ST 24 , Singapore",1.3434866,103.7553921
709274,"291A BT BATOK ST 24 , Singapore",1.3434107,103.7558387
709275,"384 BT BATOK WEST AVE 5 , Singapore",1.3628829,103.7521786
709277,"207 BT BATOK ST 21 , Singapore",1.3462385,103.7493298
709278,"193 BT BATOK WEST AVE 6 , Singapore",1.3460284,103.7444644
709280,"243 BT BATOK EAST AVE 5 , Singapore",1.349733,103.7562327
709281,"388 BT BATOK WEST AVE 5 , Singapore",1.3648491,103.7520816
709282,"102 BT BATOK WEST AVE 6 , Singapore",1.3477138,103.7475197
709283,"623 BT BATOK CTRL , Singapore",1.3508713,103.7493985
709284,"621 BT BATOK CTRL , Singapore",1.350273,103.7482081
709285,"622 BT BATOK CTRL , Singapore",1.3506024,103.7483801
709286,"202 BT BATOK ST 21 , Singapore",1.3463897,103.7485152
709287,"524 BT BATOK ST 52 , Singapore",1.3569055,103.753129
709288,"28 JLN KLINIK , Singapore",1.2879695,103.8281924
709289,"48 LOWER DELTA RD , Singapore",1.2889321,103.8260187
709290,"116 BT MERAH VIEW , Singapore",1.2851531,103.821393
709291,"8 JLN BT HO SWEE , Singapore",1.2874656,103.8321632
709292,"107 JLN BT MERAH , Singapore",1.2799457,103.8247507
709293,"5 TELOK BLANGAH CRES , Singapore",1.2788063,103.8192261
709294,"26 JLN KLINIK , Singapore",1.288261,103.8283736
709295,"129 BT MERAH VIEW , Singapore",1.2836058,103.8239356
709296,"130 BT MERAH VIEW , Singapore",1.2850605,103.8244715
709297,"60 TELOK BLANGAH HTS , Singapore",1.2761458,103.8122562
709298,"130 KIM TIAN RD , Singapore",1.2805035,103.8292858
709299,"128 BT MERAH VIEW , Singapore",1.2826588,103.8233016
709300,"38 BEO CRES , Singapore",1.2886331,103.8271961
709301,"11 CANTONMENT CL , Singapore",1.2743997,103.8396276
709302,"77 TELOK BLANGAH DR , Singapore",1.2739306,103.8089365
709303,"55 TELOK BLANGAH DR , Singapore",1.2739474,103.8120715
709304,"26D JLN MEMBINA , Singapore",1.2827245,103.8246601
709306,"26C JLN MEMBINA , Singapore",1.282443,103.8255118
709307,"27 LIM LIAK ST , Singapore",1.285464,103.830739
709308,"29 LIM LIAK ST , Singapore",1.2854721,103.830394
709309,"46 SENG POH RD , Singapore",1.2840748,103.8315462
709310,"59 TELOK BLANGAH HTS , Singapore",1.2754073,103.813614
709311,"54 LENGKOK BAHRU , Singapore",1.28912,103.813753
709312,"106A DEPOT RD , Singapore",1.2806767,103.8110816
709313,"53 LENGKOK BAHRU , Singapore",1.288837,103.8136449
709314,"14 TELOK BLANGAH CRES , Singapore",1.2775026,103.8203355
709315,"54 TELOK BLANGAH DR , Singapore",1.2735829,103.8118904
709316,"112B DEPOT RD , Singapore",1.281697,103.807681
709317,"20 JLN MEMBINA , Singapore",1.2857166,103.8257516
709318,"120 KIM TIAN PL , Singapore",1.2829258,103.8279207
709319,"70 REDHILL CL , Singapore",1.2869521,103.8170676
709320,"68 REDHILL CL , Singapore",1.2868666,103.8160563
709321,"69 REDHILL CL , Singapore",1.2870113,103.816328
709322,"21 JLN MEMBINA , Singapore",1.2851341,103.8258441
709324,"8A BOON TIONG RD , Singapore",1.2864806,103.8300157
709325,"27A JLN MEMBINA , Singapore",1.2822539,103.8246208
709326,"2A BOON TIONG RD , Singapore",1.2865532,103.8330834
709327,"50 HOY FATT RD , Singapore",1.2876985,103.8110754
709328,"106B DEPOT RD , Singapore",1.2806786,103.8107192
709329,"95 HAVELOCK RD , Singapore",1.2884916,103.8329475
709331,"82 REDHILL LANE , Singapore",1.2874326,103.8194978
709332,"119B KIM TIAN RD , Singapore",1.2811332,103.8274694
709333,"75C REDHILL RD , Singapore",1.2890041,103.8163053
709335,"121 KIM TIAN PL , Singapore",1.2827761,103.8285547
709336,"2C BOON TIONG RD , Singapore",1.2869202,103.8328117
709337,"109 GANGSA RD , Singapore",1.3774315,103.7677264
709338,"142 PETIR RD , Singapore",1.3765519,103.7677264
709339,"251 BANGKIT RD , Singapore",1.3803091,103.7738601
709340,"409 SAUJANA RD , Singapore",1.3823247,103.7677038
709341,"208 PETIR RD , Singapore",1.3739991,103.7749465
709342,"435 BT PANJANG RING RD , Singapore",1.3859742,103.7704198
709343,"412 SAUJANA RD , Singapore",1.3830364,103.7682244
709344,"466 SEGAR RD , Singapore",1.3869107,103.7732263
709345,"140 PETIR RD , Singapore",1.3754452,103.7689486
709346,"123 PENDING RD , Singapore",1.3775423,103.7706914
709347,"402 FAJAR RD , Singapore",1.3803433,103.7680659
709348,"207 PETIR RD , Singapore",1.3736882,103.7748334
709349,"520 JELAPANG RD , Singapore",1.3865844,103.7664364
709350,"523 JELAPANG RD , Singapore",1.3874674,103.7658932
709351,"615 BT PANJANG RING RD , Singapore",1.3852717,103.7621589
709352,"609 BT PANJANG RING RD , Singapore",1.3829636,103.7619326
709353,"404 FAJAR RD , Singapore",1.3809345,103.7672512
709354,"631 SENJA RD , Singapore",1.3865839,103.7603257
709355,"629 SENJA RD , Singapore",1.3865534,103.7592846
709357,"440 FAJAR RD , Singapore",1.3835391,103.7699897
709358,"204 PETIR RD , Singapore",1.3730489,103.7744938
709359,"506 JELAPANG RD , Singapore",1.3870152,103.7679754
709360,"136 PETIR RD , Singapore",1.3744755,103.7686997
709361,"652 SENJA LINK , Singapore",1.3873342,103.76363
709362,"620 BT PANJANG RING RD , Singapore",1.3858609,103.7617062
709363,"656 SENJA RD , Singapore",1.38764,103.7646031
709364,"448 BT PANJANG RING RD , Singapore",1.3837066,103.7719217
709366,"507 JELAPANG RD , Singapore",1.386594,103.7679075
709367,"625 SENJA RD , Singapore",1.3856672,103.760371
709368,"623 SENJA RD , Singapore",1.3862425,103.762272
709370,"610 SENJA RD , Singapore",1.3833896,103.7611857
709372,"611 BT PANJANG RING RD , Singapore",1.3838263,103.7617289
709373,"627 SENJA RD , Singapore",1.3856183,103.7591582
709374,"626 SENJA RD , Singapore",1.3854703,103.7597445
709375,"608 SENJA RD , Singapore",1.3829492,103.7612762
709376,"182 JELEBU RD , Singapore",1.379934,103.763274
709377,"606 SENJA RD , Singapore",1.3812614,103.7615478
709378,"478 SEGAR RD , Singapore",1.3896256,103.7728642
709379,"470 SEGAR RD , Singapore",1.3884504,103.7732263
709381,"124 PENDING RD , Singapore",1.3768805,103.7710535
709382,"653 SENJA LINK , Singapore",1.3869654,103.7639921
709383,"135 CASHEW RD , Singapore",1.3740347,103.7688807
709384,"184 JELEBU RD , Singapore",1.3797172,103.7623626
709385,"183 JELEBU RD , Singapore",1.3799312,103.7633584
709386,"543 JELAPANG RD , Singapore",1.3824745,103.76406
709387,"1 TOH YI DR , Singapore",1.3395672,103.7747655
709388,"5 FARRER RD , Singapore",1.3164689,103.8073149
709389,"34 UPP CROSS ST , Singapore",1.2861551,103.8422545
709390,"3 TG PAGAR PLAZA , Singapore",1.2756426,103.8424563
709391,"538 UPP CROSS ST , Singapore",1.285205,103.845761
709392,"532 UPP CROSS ST , Singapore",1.284274,103.8461122
709393,"53 CHIN SWEE RD , Singapore",1.287242,103.8412918
709394,"1A CANTONMENT RD , Singapore",1.277898,103.840963
709395,"1F CANTONMENT RD , Singapore",1.2761355,103.841191
709396,"1C CANTONMENT RD , Singapore",1.2774176,103.8414964
709400,"1B CANTONMENT RD , Singapore",1.27799,103.84122
709402,"1E CANTONMENT RD , Singapore",1.276253,103.8415489
709404,"5 TECK WHYE AVE , Singapore",1.3821154,103.7534911
709405,"15 TECK WHYE LANE , Singapore",1.3791755,103.7547584
709406,"459 CHOA CHU KANG AVE 4 , Singapore",1.3782829,103.7351391
709407,"206 CHOA CHU KANG CTRL , Singapore",1.3806796,103.7483315
709408,"690A CHOA CHU KANG CRES , Singapore",1.4028507,103.7517119
709409,"20 TECK WHYE LANE , Singapore",1.3788186,103.753129
709410,"295 CHOA CHU KANG AVE 2 , Singapore",1.3782499,103.7409975
709411,"110 TECK WHYE LANE , Singapore",1.378239,103.7519523
709412,"409 CHOA CHU KANG AVE 3 , Singapore",1.381132,103.741868
709413,"688A CHOA CHU KANG DR , Singapore",1.3765055,103.7541956
709414,"485A CHOA CHU KANG AVE 5 , Singapore",1.3746541,103.7382843
709415,"16 TECK WHYE LANE , Singapore",1.3787335,103.7551205
709416,"103 TECK WHYE LANE , Singapore",1.3771851,103.7535092
709417,"687A CHOA CHU KANG DR , Singapore",1.4044936,103.7501072
709419,"407 CHOA CHU KANG AVE 3 , Singapore",1.380392,103.740728
709420,"160 JLN TECK WHYE , Singapore",1.3807787,103.7563879
709421,"686C CHOA CHU KANG CRES , Singapore",1.4046133,103.7490296
709422,"670A CHOA CHU KANG CRES , Singapore",1.4026106,103.7475168
709423,"114 TECK WHYE LANE , Singapore",1.3785381,103.7509565
709424,"238 CHOA CHU KANG CTRL , Singapore",1.3791929,103.7482069
709425,"202 CHOA CHU KANG AVE 1 , Singapore",1.3819195,103.7494177
709426,"296A CHOA CHU KANG AVE 2 , Singapore",1.3774069,103.7407508
709427,"616 CHOA CHU KANG ST 62 , Singapore",1.3996206,103.7446203
709428,"155 JLN TECK WHYE , Singapore",1.3788684,103.757112
709429,"402 CHOA CHU KANG AVE 3 , Singapore",1.379211,103.7393931
709430,"422 CHOA CHU KANG AVE 4 , Singapore",1.3823357,103.7409997
709431,"296 CHOA CHU KANG AVE 2 , Singapore",1.377421,103.740759
709432,"226 CHOA CHU KANG CTRL , Singapore",1.381292,103.745452
709433,"472 CHOA CHU KANG AVE 3 , Singapore",1.3790563,103.7376507
709434,"673 CHOA CHU KANG CRES , Singapore",1.4013604,103.7480599
709435,"410 CHOA CHU KANG AVE 3 , Singapore",1.3805735,103.7414522
709436,"406 CHOA CHU KANG AVE 3 , Singapore",1.3804327,103.7404566
709437,"788 CHOA CHU KANG NTH 6 , Singapore",1.3958574,103.748422
709438,"631 CHOA CHU KANG NTH 6 , Singapore",1.3966663,103.7480599
709439,"641 CHOA CHU KANG ST 64 , Singapore",1.3983793,103.749825
709440,"765 CHOA CHU KANG NTH 5 , Singapore",1.392842,103.7498703
709441,"473 CHOA CHU KANG AVE 3 , Singapore",1.3794218,103.7378317
709442,"691B CHOA CHU KANG CRES , Singapore",1.4015599,103.7514997
709443,"14 TECK WHYE LANE , Singapore",1.3785104,103.7556637
709444,"689A CHOA CHU KANG DR , Singapore",1.4030545,103.7503888
709445,"760 CHOA CHU KANG NTH 5 , Singapore",1.393151,103.7472453
709446,"102 TECK WHYE LANE , Singapore",1.3769801,103.7541248
709447,"509 CHOA CHU KANG ST 51 , Singapore",1.3880506,103.7417238
709448,"763 CHOA CHU KANG NTH 5 , Singapore",1.3929685,103.7483234
709449,"503 CHOA CHU KANG ST 51 , Singapore",1.3883947,103.7424253
709450,"474 CHOA CHU KANG AVE 3 , Singapore",1.3787572,103.7386464
709451,"441 CHOA CHU KANG AVE 4 , Singapore",1.3832415,103.7397099
709452,"502 CHOA CHU KANG ST 51 , Singapore",1.3891221,103.7434209
709453,"471 CHOA CHU KANG AVE 3 , Singapore",1.3788395,103.7371077
709454,"282 CHOA CHU KANG AVE 3 , Singapore",1.3803429,103.7432625
709455,"287 CHOA CHU KANG AVE 2 , Singapore",1.3793266,103.7415428
709456,"690B CHOA CHU KANG CRES , Singapore",1.4031367,103.7519856
709457,"457 CHOA CHU KANG AVE 4 , Singapore",1.3788465,103.735931
709458,"757 CHOA CHU KANG NTH 5 , Singapore",1.3929385,103.745978
709459,"208 CHOA CHU KANG CTRL , Singapore",1.3814866,103.748241
709460,"163 JLN TECK WHYE , Singapore",1.3809949,103.7570215
709461,"604 CHOA CHU KANG ST 62 , Singapore",1.3981521,103.7448918
709462,"513 WEST COAST RD , Singapore",1.3086838,103.7601899
709464,"346 CLEMENTI AVE 5 , Singapore",1.3171185,103.7699671
709465,"354 CLEMENTI AVE 2 , Singapore",1.3135272,103.7708724
709466,"515 WEST COAST RD , Singapore",1.3083936,103.7597373
709467,"703 WEST COAST RD , Singapore",1.3067049,103.7607331
709468,"602 CLEMENTI WEST ST 1 , Singapore",1.3051374,103.7662553
709469,"351 CLEMENTI AVE 2 , Singapore",1.3153568,103.7708724
709470,"429 CLEMENTI AVE 3 , Singapore",1.3129137,103.7628152
709471,"304 CLEMENTI AVE 4 , Singapore",1.320917,103.7648521
709472,"307 CLEMENTI AVE 4 , Singapore",1.3214534,103.7670701
709473,"308 CLEMENTI AVE 4 , Singapore",1.3210521,103.7668438
709474,"374 CLEMENTI AVE 4 , Singapore",1.3190389,103.766889
709475,"434 CLEMENTI AVE 3 , Singapore",1.3146042,103.7615478
709477,"729 CLEMENTI WEST ST 2 , Singapore",1.3050799,103.7634489
709478,"331 CLEMENTI AVE 2 , Singapore",1.3140547,103.7681565
709479,"511 WEST COAST DR , Singapore",1.3103659,103.760371
709480,"318 CLEMENTI AVE 4 , Singapore",1.317986,103.7653953
